NAME,DP05_0001E,DP02_0016E,DP02_0112E,DP03_0025E,DP05_0070E,DP02_0056E,DP02_0057E,DP04_0091E,DP03_0119PE
Geographic Area Name,Total Population,Average Family Size,LOTE,Mean Travel Time to Work,hispanic or latino,high school enrollment,college or graduate school enrollment,median mortgage status of owners with mortgage,Percent In Poverty
"Central CDP, Arizona",369,3.05,6,N,369,0,34,45,0
"San Jose CDP, Arizona",599,4.01,157,21.8,599,56,22,69,7.8
"Cactus Flats CDP, Arizona",1423,3.56,306,27.1,1423,65,69,162,26.5
"Bowie CDP, Arizona",337,2.47,177,14.3,337,17,14,37,17.2
"San Simon CDP, Arizona",132,3.15,0,26.8,132,6,7,6,7.4
"Sunizona CDP, Arizona",196,2.5,19,34.7,196,2,8,37,10.4
"Elfrida CDP, Arizona",347,2.52,158,25.5,347,7,0,43,6.3
"McNeal CDP, Arizona",167,2.64,7,35.7,167,9,2,36,6
"Miracle Valley CDP, Arizona",759,3.21,315,39,759,30,0,173,0
"Palominas CDP, Arizona",249,2.24,0,45.2,249,24,0,76,0
"Dragoon CDP, Arizona",48,-,16,N,48,0,0,0,-
"Whetstone CDP, Arizona",2191,2.91,213,25.1,2191,65,114,452,9.1
"Red Rock CDP (Pinal County), Arizona",3046,3.96,465,40.1,3046,225,201,582,12.5
"Gold Canyon CDP, Arizona",10684,2.35,350,31.6,10684,183,610,2560,5.5
"Theba CDP, Arizona",75,3.32,65,8.4,75,6,0,0,10.5
"Morristown CDP, Arizona",158,2.4,0,48.5,158,5,6,24,14.9
"Red Rock CDP (Apache County), Arizona",174,5.92,148,31,174,13,0,0,28
"Ali Molina CDP, Arizona",63,5.1,63,N,63,23,0,10,0
"Nelson CDP, Arizona",473,4.2,133,49.4,473,11,6,43,24.2
"Nolic CDP, Arizona",63,5.25,38,N,63,13,7,0,41.7
"Willow Canyon CDP, Arizona",0,-,0,-,0,0,0,0,-
"Mescal CDP, Arizona",1509,2.69,238,35.5,1509,87,40,232,18.8
"So-Hi CDP, Arizona",223,2.09,20,N,223,0,0,72,0
"Beaver Dam CDP, Arizona",1587,2.56,215,18.8,1587,94,0,202,24.5
"Cane Beds CDP, Arizona",395,5.72,0,N,395,45,0,22,0
"Moccasin CDP, Arizona",0,-,0,-,0,0,0,0,-
"Centennial Park CDP, Arizona",1550,6.09,0,19.7,1550,175,77,63,27.4
"Chloride CDP, Arizona",297,2.07,8,N,297,0,0,46,36.2
"Clacks Canyon CDP, Arizona",322,3.61,0,20.9,322,82,0,48,0
"Crystal Beach CDP, Arizona",135,1.95,0,N,135,0,0,20,0
"Walnut Creek CDP, Arizona",528,2.2,0,28,528,0,0,112,10.2
"Wintersburg CDP, Arizona",43,3.2,0,N,43,0,0,11,0
"Tonopah CDP, Arizona",65,2.03,0,N,65,0,0,0,0
"Wittmann CDP, Arizona",607,3.93,0,30,607,104,0,26,24.8
"Kaka CDP, Arizona",114,4.93,52,N,114,8,0,15,0
"Aguila CDP, Arizona",1240,4.13,1072,16.5,1240,86,6,44,42.2
"Oatman CDP, Arizona",48,-,0,-,48,0,0,0,-
"Meadview CDP, Arizona",857,2.47,24,24.1,857,27,0,129,11.6
"White Hills CDP, Arizona",222,2.03,50,N,222,0,30,56,0
"Yucca CDP, Arizona",61,2.27,0,N,61,0,0,6,60
"Topock CDP, Arizona",14,-,0,-,14,0,0,0,-
"Truxton CDP, Arizona",121,3.48,8,N,121,26,0,15,7.4
"Golden Shores CDP, Arizona",1294,2.32,0,43.2,1294,0,0,359,16.1
"McConnico CDP, Arizona",0,-,0,-,0,0,0,0,-
"Valentine CDP, Arizona",60,2.42,7,45.3,60,0,1,4,84.2
"Pine Lake CDP, Arizona",50,2,0,-,50,0,0,18,0
"Anthem CDP, Arizona",22980,3.22,1564,29.6,22980,1990,843,4759,3.3
"Arlington CDP, Arizona",97,2.42,32,N,97,0,0,0,0
"Citrus Park CDP, Arizona",4924,3.58,472,32,4924,222,421,1082,1.1
"Komatke CDP, Arizona",1283,5.58,279,23.1,1283,133,5,5,45.1
"Maricopa Colony CDP, Arizona",791,5.31,113,26,791,48,40,10,41
"Pinion Pines CDP, Arizona",181,2.41,0,34.4,181,0,25,30,0
"Scenic CDP, Arizona",1608,2.98,250,17.8,1608,78,0,102,10.5
"Why CDP, Arizona",150,4.4,0,N,150,0,0,0,0
"Ko Vaya CDP, Arizona",8,2,8,N,8,0,0,0,0
"Tusayan town, Arizona",390,2.96,114,7.6,390,0,21,12,17
"Campo Bonito CDP, Arizona",58,-,0,-,58,0,0,0,-
"Vaiva Vo CDP, Arizona",0,-,0,-,0,0,0,0,-
"Saddlebrooke CDP, Arizona",10300,2.17,494,31,10300,132,147,2441,3.1
"Cactus Forest CDP, Arizona",872,3.2,200,18.9,872,53,69,114,11.4
"Sacaton Flats Village CDP, Arizona",457,4.66,127,N,457,17,34,0,47.5
"Upper Santan Village CDP, Arizona",391,6.41,58,N,391,60,0,0,22.4
"Lower Santan Village CDP, Arizona",395,4.48,60,N,395,33,0,28,82.9
"Stotonic Village CDP, Arizona",379,2.9,117,N,379,0,0,0,68.3
"Sweet Water Village CDP, Arizona",152,6.35,0,N,152,35,0,0,0
"Littlefield CDP, Arizona",505,3.71,279,N,505,22,63,0,0
"Hackberry CDP, Arizona",101,2,0,36.9,101,0,0,40,0
"Katherine CDP, Arizona",80,1.95,21,N,80,0,0,11,0
"Wikieup CDP, Arizona",134,2.71,11,9.9,134,0,0,4,0
"Lazy Y U CDP, Arizona",468,3.1,37,N,468,0,20,96,10.3
"Egypt town, Arkansas",48,2.69,0,20,48,1,0,3,0
"Rogers city, Arkansas",63411,3.3,14011,16.4,63411,3887,2487,9326,10.5
"Alpena town, Arkansas",390,3.58,0,21.1,390,10,10,33,27.4
"Everton town, Arkansas",108,3.44,0,15.9,108,7,0,17,25.9
"Hope city, Arkansas",9923,3.68,1857,15.4,9923,613,432,1134,22.9
"Hartman city, Arkansas",520,3.06,9,23.4,520,69,12,78,29.7
"Barling city, Arkansas",4809,2.86,341,20.6,4809,171,183,634,23.3
"McCrory city, Arkansas",1746,2.81,6,18,1746,141,46,241,10.1
"Huttig city, Arkansas",608,3.14,2,38.7,608,56,4,49,17.2
"Fayetteville city, Arkansas",81889,2.98,7118,19.5,81889,2610,21270,8763,12.5
"Springdale city, Arkansas",77252,3.54,26922,19.4,77252,4553,2943,9102,14.8
"Tontitown city, Arkansas",3062,2.98,60,22.4,3062,172,146,559,7.5
"Newport city, Arkansas",7770,3.11,255,13.9,7770,174,332,553,25.2
"Lake Hamilton CDP, Arkansas",2186,2.68,142,19.4,2186,96,41,351,12
"Marvell city, Arkansas",1242,3,49,20.7,1242,87,41,77,31.6
"Charleston city, Arkansas",2729,3.43,14,25.8,2729,181,205,430,6.3
"West Point town, Arkansas",140,2.87,0,15.5,140,16,0,9,8.7
"Green Forest city, Arkansas",2673,3.68,889,16.7,2673,268,139,246,19.7
"St. Paul town, Arkansas",73,2.64,0,18.1,73,5,0,1,8
"Ashdown city, Arkansas",4471,2.94,0,22,4471,220,94,334,16.3
"Scranton city, Arkansas",218,2.91,1,35.2,218,12,9,28,20.7
"Delaplaine town, Arkansas",61,2.26,0,12.6,61,3,2,5,0
"Pineville town, Arkansas",241,3.76,8,20.9,241,15,5,37,7.8
"Black Oak town, Arkansas",204,2.82,22,22.5,204,7,15,28,18.2
"Subiaco town, Arkansas",485,2.79,42,20.3,485,94,69,43,7.9
"Hackett city, Arkansas",1032,3.64,12,19.2,1032,29,57,101,34.5
"Gentry city, Arkansas",3743,3.13,253,24.4,3743,200,122,544,19.3
"Earle city, Arkansas",1999,3.05,18,26.2,1999,97,101,208,33.7
"Willisville town, Arkansas",319,2.65,1,31.6,319,55,8,32,47.3
"Jasper city, Arkansas",553,2.66,6,15,553,35,8,44,20.3
"Mountainburg city, Arkansas",592,3.19,8,26.8,592,29,2,55,14.6
"Bay city, Arkansas",1887,2.82,12,20.9,1887,101,109,260,7.8
"Oxford city, Arkansas",600,3.07,10,26.1,600,21,13,94,16.1
"Hickory Ridge city, Arkansas",243,2.27,0,34.3,243,7,9,26,15.3
"Higginson town, Arkansas",660,3.19,33,17.7,660,55,25,101,15.1
"Griffithville town, Arkansas",102,2.44,0,20.7,102,4,0,3,16.7
"Lepanto city, Arkansas",2053,3.17,45,25.8,2053,157,59,163,26.9
"Oppelo city, Arkansas",678,3.27,9,23.9,678,29,15,95,12.9
"Shannon Hills city, Arkansas",3674,3.62,257,26.2,3674,116,147,817,4.6
"Vandervoort town, Arkansas",131,3.84,0,35.3,131,9,10,2,38.7
"Walnut Ridge city, Arkansas",5146,2.99,70,16.8,5146,186,534,494,15.2
"Rondo town, Arkansas",348,2.91,0,28,348,50,35,17,33.3
"Murfreesboro city, Arkansas",1778,2.82,52,18.9,1778,94,48,147,20.3
"Gum Springs town, Arkansas",137,3.23,27,17.5,137,9,7,8,28.6
"Lakeview city, Arkansas",827,2.31,10,18.8,827,22,24,141,13.3
"Maumelle city, Arkansas",17967,2.95,913,25.3,17967,757,1579,4214,3.7
"Forrest City city, Arkansas",14691,3.66,672,16.9,14691,854,641,1119,25.9
"Diamond City city, Arkansas",858,2.39,58,26.1,858,41,23,162,18.6
"Strong city, Arkansas",371,2.85,7,32.2,371,20,3,23,14.8
"Fountain Lake town, Arkansas",471,3.28,4,24.4,471,19,9,82,9.9
"Oak Grove town, Arkansas",452,3.41,25,24.2,452,34,0,45,21.2
"Portia town, Arkansas",595,2.95,0,17.9,595,25,18,72,10
"Springtown town, Arkansas",151,6.32,3,12.3,151,1,0,18,0
"Leola town, Arkansas",604,4.13,218,23.3,604,39,32,55,15.9
"Cotter city, Arkansas",892,2.74,16,16.8,892,76,67,160,15
"Tuckerman city, Arkansas",2029,3.03,15,19.9,2029,81,124,361,13.7
"Holland city, Arkansas",602,3.34,46,26.2,602,27,40,87,14.2
"Stamps city, Arkansas",1786,3.02,46,28.4,1786,64,75,136,24.4
"Kensett city, Arkansas",1486,3.04,353,14,1486,103,35,112,37.5
"Trumann city, Arkansas",7103,2.99,139,21.1,7103,398,163,903,17.1
"Smithville town, Arkansas",87,2.74,1,35.7,87,8,15,18,7.4
"Ward city, Arkansas",4799,3.05,138,33.1,4799,314,210,841,7.9
"Wilmot city, Arkansas",477,3.94,0,19.7,477,49,13,47,19.3
"Marie town, Arkansas",61,2.32,8,29.6,61,0,1,1,21.1
"Jennette town, Arkansas",71,2.46,0,23.2,71,3,1,11,16.7
"West Memphis city, Arkansas",25152,3.25,310,16.4,25152,1443,1076,2680,25.4
"Monette city, Arkansas",1666,2.74,48,21.9,1666,103,37,179,7.1
"Blytheville city, Arkansas",14588,2.94,572,16.1,14588,820,693,1545,21.5
"McNab town, Arkansas",51,3.08,0,32,51,4,0,1,8.3
"Birdsong town, Arkansas",39,3.1,0,N,39,0,4,6,10
"Dyess town, Arkansas",364,3.79,9,27,364,41,9,31,25.6
"Joiner city, Arkansas",490,3.31,0,20.4,490,24,8,41,39.4
"Batesville city, Arkansas",10568,2.95,1203,13.1,10568,535,983,1499,13.5
"Oak Grove Heights town, Arkansas",909,3.1,22,21.5,909,61,56,177,14.1
"Calico Rock city, Arkansas",1995,3.37,42,14.6,1995,46,42,156,12.3
"West Fork city, Arkansas",2531,3.1,21,23.8,2531,125,98,442,7.2
"Oil Trough town, Arkansas",244,2.36,0,21.7,244,21,10,28,23.6
"McDougal town, Arkansas",143,2.58,3,31.2,143,3,0,3,30.2
"Plumerville city, Arkansas",1114,3.36,100,21.7,1114,41,63,106,16.3
"Austin city, Arkansas",2789,3.11,115,26.1,2789,134,317,709,4.5
"West Crossett CDP, Arkansas",1049,3.54,17,15.2,1049,78,88,79,12.2
"Reed town, Arkansas",133,2,0,15.4,133,4,3,26,43.8
"Bluff City town, Arkansas",117,2.45,0,34,117,3,5,11,0
"De Queen city, Arkansas",6623,4.44,3278,22,6623,282,362,661,24.6
"Ben Lomond town, Arkansas",97,2.9,0,29.8,97,12,2,14,10
"Cave City city, Arkansas",2615,3.13,28,20.2,2615,148,131,234,22.3
"Newark city, Arkansas",1189,2.88,17,22.9,1189,53,31,164,22.5
"Gosnell city, Arkansas",3375,3.21,105,18.2,3375,176,186,657,13
"Whelen Springs town, Arkansas",53,5,10,27.3,53,2,2,3,20
"Altheimer city, Arkansas",914,3.35,23,24.5,914,65,44,83,23.8
"White Hall city, Arkansas",5213,3.14,316,21.3,5213,434,317,864,9.6
"Minturn town, Arkansas",76,2.48,0,27.8,76,0,5,9,0
"North Little Rock city, Arkansas",66144,3.32,2983,19.3,66144,2967,4524,8152,19.6
"Sweet Home CDP, Arkansas",522,3.62,88,21.4,522,15,16,121,13.9
"Stephens city, Arkansas",919,3.13,6,30.4,919,35,41,63,22
"Colt city, Arkansas",393,2.99,6,21.6,393,9,2,58,19.2
"Madison city, Arkansas",828,3.26,0,22.8,828,55,36,56,41.1
"Palestine city, Arkansas",722,3.16,22,17,722,63,44,54,20.6
"Cave Springs city, Arkansas",3320,3.17,75,20,3320,195,107,790,2.6
"Brinkley city, Arkansas",2854,2.9,112,18.4,2854,184,110,259,21
"Alma city, Arkansas",5616,2.94,222,21.4,5616,266,170,910,16.8
"Scott CDP, Arkansas",28,2.11,0,N,28,0,0,9,0
"Woodson CDP, Arkansas",327,3.93,0,N,327,11,0,6,0
"Corning city, Arkansas",3205,2.78,0,21,3205,162,61,290,26.5
"Texarkana city, Arkansas",30120,3.06,729,14.6,30120,1670,1383,3029,20.1
"Lonoke city, Arkansas",4229,3,114,25.1,4229,209,111,613,11.5
"Eudora city, Arkansas",1811,2.85,9,22.2,1811,69,49,124,39.5
"Kingsland city, Arkansas",419,3,0,24.4,419,15,24,36,13.6
"Parkin city, Arkansas",895,2.83,20,30,895,57,17,97,17.6
"Van Buren city, Arkansas",23135,3.2,3094,19.6,23135,1469,1120,3489,15.7
"Salem city, Arkansas",1910,2.77,78,22.3,1910,141,51,210,25.2
"Imboden town, Arkansas",660,2.92,28,42.2,660,36,22,98,14.4
"Sedgwick town, Arkansas",220,3.03,7,23.5,220,13,11,39,10.2
"Booneville city, Arkansas",3876,3.24,129,18.2,3876,230,184,419,22.4
"Magazine city, Arkansas",944,3.23,19,27.2,944,70,61,106,27.6
"Marmaduke city, Arkansas",1331,3.22,73,19.7,1331,77,95,146,17.7
"Humphrey city, Arkansas",502,3.34,0,20,502,26,19,91,0
"Marshall city, Arkansas",1900,3.02,43,18.2,1900,160,59,237,8.4
"Pindall town, Arkansas",97,2.83,12,21.7,97,9,9,11,10.3
"Rudy town, Arkansas",258,3.41,0,19.5,258,64,0,48,6.7
"Hatfield town, Arkansas",418,3.04,10,28.1,418,23,4,53,26.6
"Dover city, Arkansas",1503,3.2,9,18.8,1503,110,88,244,15
"Russellville city, Arkansas",29147,3.18,4160,14.8,29147,985,5604,2596,18.4
"Fordyce city, Arkansas",4014,2.75,115,25.9,4014,425,198,438,8.5
"Sparkman city, Arkansas",410,2.78,66,19.5,410,3,4,55,14.2
"Daisy town, Arkansas",79,3.18,0,30,79,0,0,12,0
"Hughes city, Arkansas",1263,3.24,7,25.4,1263,84,43,101,36.6
"Swifton city, Arkansas",706,3.17,0,22.4,706,73,22,97,18.5
"Tupelo town, Arkansas",165,2.43,0,34.2,165,6,6,11,1.8
"Mineral Springs city, Arkansas",960,3.38,69,18.4,960,48,4,114,11.4
"Hot Springs city, Arkansas",36780,3.11,3053,17.7,36780,1715,1903,4567,21.7
"Lake View city, Arkansas",482,2.99,2,27.3,482,35,54,24,44
"Gravette city, Arkansas",3293,3.37,375,26.4,3293,199,78,434,9.7
"Valley Springs town, Arkansas",178,2.91,0,15.9,178,4,3,22,16.7
"Marion city, Arkansas",12467,3.33,371,21.5,12467,770,895,2361,6.3
"Coal Hill city, Arkansas",1175,3.06,14,26.2,1175,49,44,136,21.4
"Branch city, Arkansas",331,2.93,1,44.6,331,13,36,43,18.7
"Sulphur Rock town, Arkansas",420,3.08,0,18.5,420,21,6,51,20.4
"Datto town, Arkansas",70,3.5,0,21.2,70,5,1,8,35.7
"Nimmons town, Arkansas",64,3,2,23.5,64,0,3,6,52.9
"Gassville city, Arkansas",2548,3.29,23,16.1,2548,98,77,420,13.8
"Zinc town, Arkansas",68,3.06,0,30.6,68,0,0,9,47.1
"Anthonyville town, Arkansas",169,3.11,0,36.4,169,4,6,26,15.9
"Russell town, Arkansas",232,2.67,14,20.5,232,9,0,18,37.3
"Aubrey town, Arkansas",142,2.43,0,13.2,142,3,5,9,41.3
"Haynes town, Arkansas",128,3,0,20.6,128,5,0,19,36.4
"Casa town, Arkansas",203,5.24,0,33.7,203,47,10,11,0
"Jericho town, Arkansas",70,2.95,0,19,70,5,0,19,0
"Bono city, Arkansas",2494,3.48,134,18.3,2494,129,117,348,13.1
"Houston town, Arkansas",170,2.51,0,26.3,170,2,11,14,10.9
"Paris city, Arkansas",3412,2.81,180,14.9,3412,99,198,410,22.3
"Ratcliff city, Arkansas",179,2.8,9,22.2,179,4,2,23,17.8
"Almyra town, Arkansas",310,2.8,0,19.6,310,12,3,46,20.9
"Gillett city, Arkansas",787,2.92,0,18,787,38,23,115,3.1
"Biggers town, Arkansas",274,2.7,4,23,274,10,15,47,6
"Pangburn city, Arkansas",588,3.1,33,19.7,588,49,9,41,23.4
"Delight city, Arkansas",414,2.87,10,29.5,414,10,18,44,17.4
"Holly Grove city, Arkansas",526,3.24,0,28.3,526,25,29,91,30
"Elaine city, Arkansas",877,3.04,0,21.6,877,44,32,64,24.6
"Rector city, Arkansas",2075,3.35,25,20.6,2075,127,45,218,22.2
"Sidney town, Arkansas",196,3.33,15,27,196,18,18,7,28.8
"Clarkedale city, Arkansas",438,3.55,14,25.2,438,38,3,83,9.6
"Midway town, Arkansas",489,3.4,7,26,489,58,17,66,3.3
"Briarcliff city, Arkansas",236,2.89,5,18.3,236,13,3,62,12.1
"Cherokee Village city, Arkansas",4804,2.95,87,21,4804,142,107,863,17.4
"Wilson city, Arkansas",1016,2.95,3,20,1016,34,43,129,15.1
"Wilton city, Arkansas",230,2.38,0,22.2,230,7,0,35,13.8
"Winchester town, Arkansas",216,3.78,2,21.5,216,42,5,10,35.2
"Lexa town, Arkansas",369,3.83,0,40.7,369,25,15,36,18.3
"Lockesburg city, Arkansas",886,3.48,26,31.9,886,25,32,75,18.5
"Cushman city, Arkansas",445,3.21,3,22.3,445,19,5,41,16.4
"Evening Shade city, Arkansas",456,2.64,4,25.1,456,13,19,52,17.5
"Fisher city, Arkansas",331,3,5,27.9,331,13,11,43,1
"Fouke city, Arkansas",876,3.44,0,22.2,876,64,34,37,24
"Fulton town, Arkansas",139,3.34,2,26.1,139,2,1,14,6.9
"Gilmore city, Arkansas",182,2.55,0,20.8,182,7,4,25,26.8
"Adona city, Arkansas",211,3.03,0,34.6,211,7,12,21,29
"Campbell Station city, Arkansas",220,2.9,0,13.7,220,4,10,35,3.3
"Caraway city, Arkansas",1044,3.41,6,25.1,1044,61,12,88,20.6
"De Valls Bluff city, Arkansas",637,2.58,0,26.2,637,63,11,75,17.6
"Dyer city, Arkansas",681,2.79,0,19.8,681,68,35,109,21.3
"Greenway city, Arkansas",210,3.37,0,25.6,210,1,15,16,23.9
"Grubbs city, Arkansas",469,2.75,0,17.2,469,20,23,46,16.3
"Harrell town, Arkansas",378,2.78,20,24.4,378,35,0,41,25.9
"Helena-West Helena city, Arkansas",11210,3.41,116,16,11210,865,498,693,33.4
"Jerome town, Arkansas",30,2.08,2,N,30,0,0,3,41.7
"Knobel city, Arkansas",189,2.72,0,34.7,189,16,4,21,26.3
"Knoxville town, Arkansas",925,2.93,51,18.3,925,46,53,168,12
"Lake City city, Arkansas",2425,3.03,49,23.6,2425,185,81,309,11.4
"Luxora city, Arkansas",963,3.32,24,18.5,963,102,23,35,34.3
"McCaskill town, Arkansas",61,6,38,25.5,61,5,16,1,42.9
"Pollard city, Arkansas",193,3.13,4,25.1,193,5,5,14,13.5
"Pottsville city, Arkansas",3072,3.21,113,19.9,3072,131,130,549,9.2
"Reyno city, Arkansas",394,2.55,0,28.9,394,12,7,25,22.1
"Rockport city, Arkansas",825,3.21,14,19.5,825,24,46,87,7.2
"Wabbaseka town, Arkansas",269,3.18,2,23,269,11,6,40,22.7
"Mount Vernon town, Arkansas",142,3.83,2,28.7,142,13,7,22,11.4
"Oakhaven town, Arkansas",84,3.3,12,23.9,84,8,0,20,0
"Ogden city, Arkansas",181,3.48,1,22,181,12,4,15,7.1
"Ozan town, Arkansas",91,2.77,0,38,91,10,1,2,0
"Patterson city, Arkansas",426,3.19,0,17.4,426,18,7,28,32.4
"Peach Orchard city, Arkansas",93,3,0,32.3,93,4,2,15,0
"Perrytown town, Arkansas",303,3.5,24,14.9,303,33,16,31,22.2
"Sunset town, Arkansas",214,3.12,0,12,214,2,9,30,28.8
"Tinsman town, Arkansas",58,3.53,5,20.5,58,6,0,0,33.3
"Coy town, Arkansas",130,4.96,0,32.7,130,0,13,8,0
"St. Francis city, Arkansas",204,2.96,0,37.6,204,7,3,24,35.2
"Norman town, Arkansas",361,2.8,0,26.5,361,43,6,29,26.4
"Cabot city, Arkansas",25732,3.1,1188,26,25732,1576,1742,4560,9.8
"Osceola city, Arkansas",7160,3.01,362,10.9,7160,538,318,658,30.6
"Leachville city, Arkansas",2174,3.52,202,25.8,2174,156,101,220,20.7
"El Dorado city, Arkansas",18201,3.11,666,15.8,18201,989,1169,2326,20.3
"Lincoln city, Arkansas",2645,3.29,124,32.7,2645,218,83,395,15.7
"Quitman city, Arkansas",882,3.08,26,23.2,882,31,46,184,13.1
"Mulberry city, Arkansas",1821,2.82,28,22.3,1821,37,47,275,22.7
"Mena city, Arkansas",5612,3.08,155,14.1,5612,271,131,811,32.3
"Hector town, Arkansas",574,3.77,0,33.4,574,36,23,54,9
"Beedeville town, Arkansas",110,2.97,0,N,110,2,1,11,34.4
"Jacksonport town, Arkansas",172,2.78,2,14.6,172,21,0,21,5.5
"Lonsdale town, Arkansas",152,3.84,0,27.5,152,8,0,11,2.7
"Rockwell CDP, Arkansas",4049,3.21,62,21.6,4049,277,152,655,7.8
"Beaver town, Arkansas",111,3.76,0,29.8,111,4,12,28,0
"Norfork city, Arkansas",523,3.3,3,22.5,523,18,15,58,26.3
"Moorefield town, Arkansas",171,3.13,2,15.3,171,7,9,22,11.1
"Fargo town, Arkansas",111,3.09,0,29.3,111,12,7,16,9.1
"England city, Arkansas",2758,3.27,27,25.2,2758,131,92,356,22.4
"Humnoke city, Arkansas",224,2.85,0,22.4,224,7,0,16,3.1
"Banks town, Arkansas",73,2.43,11,42.3,73,13,0,0,52.4
"Montrose city, Arkansas",359,3.23,9,20.7,359,24,8,43,28.4
"Wynne city, Arkansas",8095,3.15,94,21.2,8095,532,335,950,16.8
"Dumas city, Arkansas",4358,2.99,415,16.3,4358,349,191,369,31.4
"Rosston town, Arkansas",349,3.36,0,27.2,349,19,10,40,18.1
"Horatio city, Arkansas",1064,3.42,316,23.9,1064,126,20,123,24.7
"Ash Flat city, Arkansas",1191,2.64,29,12.4,1191,42,24,125,29.5
"Wilmar city, Arkansas",368,3.23,0,24.4,368,16,11,29,32
"Piney CDP, Arkansas",4385,2.95,161,16.5,4385,228,293,516,16.3
"Wiederkehr Village city, Arkansas",35,2.13,0,20,35,0,4,7,0
"London city, Arkansas",888,3.49,13,23.6,888,64,35,115,22.4
"Traskwood city, Arkansas",373,3.14,12,29.7,373,28,4,75,4.3
"Tyronza city, Arkansas",968,2.87,9,27.6,968,39,34,83,18.9
"Vilonia city, Arkansas",4390,3.35,0,28.8,4390,393,184,714,3.4
"Bonanza city, Arkansas",640,3.47,12,26.1,640,19,30,107,10.1
"Bethel Heights city, Arkansas",2560,3.85,845,23.4,2560,207,90,354,18.9
"Alexander city, Arkansas",2881,3.67,721,20.5,2881,190,209,375,18.4
"DeWitt city, Arkansas",3166,3.12,125,14.1,3166,199,133,330,15
"Yarborough Landing CDP, Arkansas",272,2.44,0,N,272,0,0,25,0
"Midway CDP, Arkansas",1031,2.77,34,12.1,1031,60,94,82,16.2
"New Edinburg CDP, Arkansas",455,3.35,0,31.6,455,42,52,47,0
"Rye CDP, Arkansas",184,4.69,0,35.1,184,38,0,19,0
"Staves CDP, Arkansas",150,2.53,0,N,150,0,0,11,14.5
"Woodlawn CDP, Arkansas",189,3.42,6,25.7,189,5,0,16,0
"Holiday Island CDP, Arkansas",2247,2.36,0,21.9,2247,63,0,452,11.2
"Tumbling Shoals CDP, Arkansas",1005,2.72,31,25.2,1005,46,9,243,9.4
"Kirby CDP, Arkansas",993,3.17,52,31.2,993,77,51,189,11.4
"Landmark CDP, Arkansas",3313,3.3,198,25.4,3313,193,161,442,4.3
"Brookland city, Arkansas",2986,3.05,53,20.1,2986,198,254,370,12.1
"Magnet Cove CDP, Arkansas",274,1.98,0,23,274,0,0,80,0
"Southside city, Arkansas",3923,2.95,82,17.8,3923,247,140,618,14.5
"Bella Vista city, Arkansas",28092,2.72,573,27.1,28092,987,1098,6655,2.3
"Cherokee City CDP, Arkansas",41,4.5,0,N,41,0,9,6,0
"Lost Bridge Village CDP, Arkansas",416,2.82,0,29.8,416,13,0,102,8.3
"Maysville CDP, Arkansas",90,3.76,0,N,90,7,0,7,33.3
"New Blaine CDP, Arkansas",142,3.2,0,N,142,6,0,7,0
"Dennard CDP, Arkansas",415,2.37,11,19.5,415,20,0,54,30.3
"Guy city, Arkansas",692,3.23,20,32.9,692,44,40,110,7.3
"Roland CDP, Arkansas",473,2.39,0,45,473,25,14,108,7.1
"Natural Steps CDP, Arkansas",551,3.19,17,33.1,551,80,13,66,0
"Centerton city, Arkansas",12178,3.37,1103,21.7,12178,696,687,2014,6
"LaGrange town, Arkansas",63,2.71,0,N,63,0,0,9,21.4
"Grady city, Arkansas",333,2.62,22,25.3,333,19,9,45,32.2
"Lynn town, Arkansas",230,3,0,29.1,230,12,5,18,13.1
"Ravenden town, Arkansas",412,2.52,6,41.8,412,31,10,51,33.1
"Strawberry town, Arkansas",307,2.73,0,31.3,307,10,9,57,10
"Stuttgart city, Arkansas",8979,3.08,199,11,8979,447,222,1203,19.3
"Paragould city, Arkansas",27815,2.99,464,18.5,27815,1483,1662,3690,11.5
"Mount Pleasant town, Arkansas",511,3.42,9,17.9,511,6,16,53,3.1
"Bodcaw town, Arkansas",205,2.8,2,32.9,205,0,25,38,0
"St. Joe town, Arkansas",142,2.76,0,29.7,142,2,4,7,13.3
"Ola city, Arkansas",1343,3.83,352,21.7,1343,62,30,79,26
"McAlmont CDP, Arkansas",1704,3.74,0,19.4,1704,130,42,60,18.2
"Sherwood city, Arkansas",30590,3.17,1799,21.4,30590,1590,1995,5587,9
"Wrightsville city, Arkansas",1627,3.57,62,24.9,1627,156,97,96,23.6
"Bassett town, Arkansas",230,3.46,1,19.4,230,13,5,6,44.6
"Emerson town, Arkansas",309,3.17,9,22.8,309,58,38,43,22.1
"Magnolia city, Arkansas",11570,2.9,763,13.2,11570,659,2222,1301,25.4
"Waldo city, Arkansas",1448,2.96,0,22.6,1448,76,66,151,40.9
"Marianna city, Arkansas",3795,3.21,29,21.3,3795,169,87,312,30.1
"Hoxie city, Arkansas",2680,3.16,36,24.1,2680,226,119,332,15
"Clarksville city, Arkansas",9448,3.14,2070,14.1,9448,491,884,1092,15.9
"Edmondson town, Arkansas",219,3.27,0,22.9,219,29,12,5,50
"Jonesboro city, Arkansas",73581,3.04,4998,17.6,73581,3270,8525,9715,14.8
"Burdette town, Arkansas",223,2.98,12,18,223,3,7,6,9.7
"Dell town, Arkansas",219,2.8,1,20.7,219,5,4,30,3.1
"Manila city, Arkansas",3307,3.01,11,23.1,3307,151,144,364,25.8
